Order_ID,Order_Date,Restaurant_Name,Restaurant_Location,Food_Item,Cuisine,Price,Quantity,Total_Amount,Payment_Method,Customer_ID,Customer_Age,Customer_Gender,Delivery_Time,Customer_Rating,Review_Text
677,5/5/2025,Burger Barn,Chennai,Lasagna,Italian,141,1,141,Cash,12735,58,M,51,5,Not satisfied.
678,3/31/2025,Urban Tadka,Bangalore,Steak,Continental,168,4,672,UPI,17605,56,F,30,2,Average experience.
679,3/26/2025,Taco Town,Kolkata,Manchurian,Chinese,137,3,411,Cash,11937,52,F,69,3,Portion size was small.
680,4/6/2025,Spice Villa,Mumbai,Caesar Salad,Continental,543,3,1629,Wallet,10280,45,M,37,2,Excellent service!
681,3/25/2025,Vegan Vibes,Chennai,Hotdog,American,224,2,448,Net Banking,12299,29,M,55,1,Food was cold.
682,2/3/2025,Biryani House,Mumbai,Pasta Alfredo,Italian,338,1,338,Credit Card,16231,58,F,69,4,Loved the food.
683,4/19/2025,Burger Barn,Jaipur,Burger,American,544,3,1632,Credit Card,10292,58,F,46,3,Loved the food.
684,1/1/2025,Biryani House,Chennai,Tacos,Mexican,163,3,489,Credit Card,13078,20,M,27,3,Highly recommended.
685,5/28/2025,Biryani House,Delhi,Pizza Margherita,Italian,393,4,1572,Credit Card,11953,51,F,20,4,Portion size was small.
686,3/30/2025,Spice Villa,Chennai,Steak,Continental,321,4,1284,UPI,10974,19,M,20,2,Quick delivery!
687,5/7/2025,Spice Villa,Delhi,Fried Rice,Chinese,526,4,2104,Cash,10878,52,F,73,4,Excellent service!
688,6/3/2025,Biryani House,Lucknow,Nachos,Mexican,152,3,456,Net Banking,15817,20,M,66,1,Quick delivery!
689,4/4/2025,Spice Villa,Delhi,Caesar Salad,Continental,313,2,626,Cash,12969,55,M,74,2,Average experience.
690,2/3/2025,Curry Palace,Bangalore,Burritos,Mexican,426,2,852,UPI,11626,60,F,42,3,Portion size was small.
691,2/20/2025,Biryani House,Pune,Fries,American,471,3,1413,Wallet,17256,19,F,36,5,Loved the food.
692,3/16/2025,Curry Palace,Bangalore,Lasagna,Italian,268,3,804,Credit Card,11753,35,F,54,3,Quick delivery!
693,4/12/2025,Biryani House,Pune,Steak,Continental,594,2,1188,Credit Card,17305,23,M,57,1,Excellent service!
694,6/18/2025,Pizza Point,Lucknow,Caesar Salad,Continental,107,1,107,Wallet,11336,27,M,35,4,Highly recommended.
695,5/3/2025,Sizzler Station,Jaipur,Hotdog,American,221,1,221,Cash,10526,56,F,70,4,Excellent service!
696,3/8/2025,Taco Town,Pune,Pasta Alfredo,Italian,453,4,1812,Net Banking,17049,30,M,30,5,Excellent service!
697,5/3/2025,Curry Palace,Pune,Tandoori Chicken,Indian,467,3,1401,Credit Card,10589,55,F,27,2,Not satisfied.
698,5/8/2025,Vegan Vibes,Lucknow,Grilled Chicken,Continental,437,3,1311,Credit Card,13447,31,M,23,4,Would order again.
699,2/27/2025,Noodle Nest,Lucknow,Burger,American,430,2,860,Cash,16405,29,F,50,4,Loved the food.
700,2/28/2025,Biryani House,Lucknow,Burritos,Mexican,506,2,1012,Net Banking,16588,30,F,50,3,Excellent service!
701,1/26/2025,Taco Town,Ahmedabad,Grilled Chicken,Continental,481,4,1924,Cash,13930,44,M,73,3,Highly recommended.
702,3/26/2025,Sizzler Station,Kolkata,Fried Rice,Chinese,464,1,464,Cash,17879,48,F,33,4,Not satisfied.
703,3/4/2025,Noodle Nest,Mumbai,Tandoori Chicken,Indian,554,3,1662,Cash,17352,19,F,72,1,Excellent service!
704,6/14/2025,Curry Palace,Ahmedabad,Fried Rice,Chinese,417,1,417,Credit Card,12204,53,F,44,3,Portion size was small.
705,5/9/2025,Urban Tadka,Chennai,Fries,American,190,2,380,Credit Card,13466,24,M,65,5,Good taste but slow delivery.
706,4/15/2025,Noodle Nest,Delhi,Fried Rice,Chinese,596,1,596,UPI,16761,28,F,44,4,Not satisfied.
707,1/12/2025,Urban Tadka,Bangalore,Tacos,Mexican,194,2,388,Cash,15009,53,F,55,4,Not satisfied.
708,1/4/2025,Noodle Nest,Chennai,Tandoori Chicken,Indian,494,3,1482,UPI,15101,20,M,56,3,Would order again.
709,3/23/2025,Pizza Point,Bangalore,Nachos,Mexican,231,2,462,Cash,17765,33,F,65,4,Would order again.
710,4/18/2025,Biryani House,Jaipur,Tacos,Mexican,533,2,1066,Credit Card,12773,37,M,24,3,Excellent service!
711,4/3/2025,Noodle Nest,Jaipur,Hakka Noodles,Chinese,386,3,1158,Cash,11372,24,M,32,4,Food was cold.
712,5/28/2025,Burger Barn,Hyderabad,Nachos,Mexican,198,1,198,Wallet,11251,33,M,64,4,Highly recommended.
713,3/6/2025,Spice Villa,Delhi,Fries,American,360,2,720,Wallet,15033,40,F,35,2,Excellent service!
714,4/3/2025,Spice Villa,Bangalore,Fries,American,299,1,299,UPI,17659,55,F,63,4,Loved the food.
715,1/15/2025,Urban Tadka,Pune,Burritos,Mexican,168,4,672,Wallet,12166,26,F,24,3,Excellent service!
716,3/9/2025,Taco Town,Pune,Fried Rice,Chinese,225,2,450,Cash,16633,23,F,44,5,Good taste but slow delivery.
717,5/27/2025,Pizza Point,Delhi,Pizza Margherita,Italian,411,3,1233,Wallet,16228,51,M,32,4,Excellent service!
718,1/11/2025,Pizza Point,Ahmedabad,Chicken Biryani,Indian,471,1,471,Net Banking,15498,44,F,50,3,Would order again.
719,3/10/2025,Spice Villa,Lucknow,Caesar Salad,Continental,178,1,178,Net Banking,17749,59,M,72,1,Food was cold.
720,2/22/2025,Taco Town,Bangalore,Caesar Salad,Continental,388,1,388,Cash,11462,45,F,62,3,Not satisfied.
721,6/1/2025,Pizza Point,Hyderabad,Caesar Salad,Continental,558,3,1674,Cash,11079,20,M,68,4,Good taste but slow delivery.
722,4/18/2025,Noodle Nest,Bangalore,Dal Makhani,Indian,404,4,1616,Net Banking,10778,39,M,68,5,Would order again.
723,3/17/2025,Taco Town,Pune,Burritos,Mexican,209,4,836,Cash,14869,58,F,65,3,Highly recommended.
724,1/2/2025,Spice Villa,Delhi,Hotdog,American,158,2,316,Net Banking,16205,38,M,63,5,Average experience.
725,5/12/2025,Noodle Nest,Pune,Manchurian,Chinese,555,2,1110,Wallet,17778,37,F,64,2,Food was cold.
726,5/1/2025,Biryani House,Lucknow,Tandoori Chicken,Indian,286,1,286,Wallet,11585,55,F,50,1,Excellent service!
727,1/30/2025,Burger Barn,Mumbai,Hakka Noodles,Chinese,116,3,348,UPI,13200,45,M,32,4,Highly recommended.
728,2/14/2025,Biryani House,Delhi,Hakka Noodles,Chinese,412,1,412,Net Banking,11959,38,F,75,3,Loved the food.
729,3/4/2025,Noodle Nest,Pune,Burger,American,423,1,423,Net Banking,12064,18,M,39,4,Average experience.
730,4/30/2025,Spice Villa,Lucknow,Paneer Butter Masala,Indian,484,2,968,UPI,10544,59,M,38,3,Would order again.
731,5/24/2025,Taco Town,Pune,Caesar Salad,Continental,373,1,373,Credit Card,10669,54,F,57,2,Food was cold.
732,1/29/2025,Pizza Point,Mumbai,Butter Naan,Indian,344,3,1032,Credit Card,10426,58,M,57,4,Highly recommended.
733,4/16/2025,Urban Tadka,Hyderabad,Fries,American,211,3,633,Wallet,17212,22,M,24,5,Quick delivery!
734,6/23/2025,Curry Palace,Lucknow,Manchurian,Chinese,531,2,1062,UPI,14438,21,M,63,2,Loved the food.
735,4/22/2025,Noodle Nest,Bangalore,Fries,American,555,3,1665,Wallet,10642,49,M,46,4,Loved the food.
736,1/9/2025,Pizza Point,Delhi,Dal Makhani,Indian,289,1,289,UPI,10492,25,F,24,3,Not satisfied.
737,1/2/2025,Taco Town,Jaipur,Pizza Margherita,Italian,363,3,1089,UPI,16895,46,F,53,3,Highly recommended.
738,4/21/2025,Sizzler Station,Pune,Burritos,Mexican,185,4,740,UPI,11259,23,F,66,4,Not satisfied.
739,6/14/2025,Burger Barn,Kolkata,Hotdog,American,153,1,153,Cash,17487,51,F,47,2,Excellent service!
740,3/15/2025,Sizzler Station,Ahmedabad,Pizza Margherita,Italian,286,2,572,Net Banking,15631,34,M,57,3,Good taste but slow delivery.
741,4/27/2025,Noodle Nest,Bangalore,Paneer Butter Masala,Indian,547,2,1094,Net Banking,13438,50,M,20,2,Highly recommended.
742,4/25/2025,Biryani House,Pune,Fried Rice,Chinese,435,2,870,Credit Card,15408,52,F,57,3,Would order again.
743,1/22/2025,Noodle Nest,Chennai,Caesar Salad,Continental,295,2,590,Cash,12597,30,M,31,5,Would order again.
744,2/22/2025,Burger Barn,Chennai,Grilled Chicken,Continental,216,4,864,Wallet,17282,20,M,24,2,Quick delivery!
745,6/21/2025,Burger Barn,Ahmedabad,Steak,Continental,371,2,742,Cash,14322,46,F,58,5,Not satisfied.
746,1/31/2025,Pizza Point,Mumbai,Nachos,Mexican,313,2,626,Wallet,10850,51,F,52,2,Highly recommended.
747,2/16/2025,Sizzler Station,Kolkata,Hotdog,American,383,1,383,UPI,13833,50,M,25,2,Quick delivery!
748,1/3/2025,Vegan Vibes,Jaipur,Grilled Chicken,Continental,104,2,208,Wallet,14535,55,F,24,4,Portion size was small.
749,3/16/2025,Vegan Vibes,Ahmedabad,Manchurian,Chinese,346,2,692,UPI,11588,49,F,34,4,Food was cold.
750,3/14/2025,Noodle Nest,Lucknow,Pizza Margherita,Italian,246,3,738,Net Banking,16915,60,M,25,4,Would order again.
751,3/25/2025,Pizza Point,Delhi,Hotdog,American,557,4,2228,Net Banking,17156,37,F,43,3,Would order again.
752,3/17/2025,Vegan Vibes,Jaipur,Fried Rice,Chinese,503,4,2012,Net Banking,13874,26,F,49,4,Quick delivery!
753,5/20/2025,Curry Palace,Pune,Burger,American,597,1,597,Net Banking,17661,48,F,38,2,Portion size was small.
754,3/8/2025,Curry Palace,Bangalore,Burritos,Mexican,184,3,552,Credit Card,14981,22,M,29,4,Excellent service!
755,2/8/2025,Sizzler Station,Chennai,Caesar Salad,Continental,470,4,1880,Net Banking,15406,57,F,33,4,Loved the food.
756,2/16/2025,Burger Barn,Kolkata,Pasta Alfredo,Italian,543,4,2172,Net Banking,17952,35,F,32,5,Loved the food.
757,1/14/2025,Spice Villa,Delhi,Dal Makhani,Indian,337,3,1011,Net Banking,17719,41,F,47,4,Average experience.
758,5/16/2025,Biryani House,Delhi,Burger,American,371,3,1113,Wallet,12375,25,F,35,3,Portion size was small.
759,1/17/2025,Burger Barn,Lucknow,Manchurian,Chinese,336,2,672,Net Banking,15502,31,M,62,5,Highly recommended.
760,4/22/2025,Pizza Point,Pune,Caesar Salad,Continental,337,1,337,UPI,11315,44,M,20,3,Would order again.
761,1/28/2025,Burger Barn,Chennai,Butter Naan,Indian,564,4,2256,UPI,16956,22,F,43,3,Average experience.
762,1/27/2025,Burger Barn,Delhi,Fries,American,465,3,1395,Wallet,12697,60,F,24,4,Would order again.
763,1/12/2025,Spice Villa,Hyderabad,Burritos,Mexican,253,2,506,Cash,10106,31,F,46,3,Highly recommended.
764,6/9/2025,Curry Palace,Chennai,Burritos,Mexican,561,1,561,Cash,15360,27,M,36,2,Would order again.
765,6/13/2025,Spice Villa,Hyderabad,Caesar Salad,Continental,279,1,279,Net Banking,14833,44,M,33,4,Average experience.
766,2/24/2025,Burger Barn,Lucknow,Burger,American,218,1,218,UPI,15195,51,F,28,3,Loved the food.
767,1/9/2025,Burger Barn,Lucknow,Fries,American,345,2,690,UPI,15784,43,M,61,1,Food was cold.
768,4/21/2025,Curry Palace,Chennai,Manchurian,Chinese,371,1,371,Credit Card,16602,48,F,49,3,Food was cold.
769,6/21/2025,Biryani House,Chennai,Pizza Margherita,Italian,162,3,486,Wallet,13409,45,F,58,2,Highly recommended.
770,3/4/2025,Urban Tadka,Bangalore,Fries,American,519,1,519,Credit Card,14781,60,M,23,4,Food was cold.
771,1/18/2025,Taco Town,Kolkata,Burger,American,511,1,511,UPI,12284,32,F,20,4,Would order again.
772,6/30/2025,Noodle Nest,Delhi,Grilled Chicken,Continental,215,3,645,Credit Card,12861,41,M,23,2,Highly recommended.
773,3/19/2025,Burger Barn,Kolkata,Fries,American,477,3,1431,Wallet,15823,49,M,61,1,Would order again.
774,5/4/2025,Burger Barn,Lucknow,Pasta Alfredo,Italian,465,2,930,Cash,13304,27,M,74,2,Quick delivery!
775,1/20/2025,Vegan Vibes,Kolkata,Lasagna,Italian,537,3,1611,Credit Card,12817,43,M,46,3,Quick delivery!
776,2/28/2025,Pizza Point,Mumbai,Tandoori Chicken,Indian,354,1,354,Wallet,11459,49,M,22,3,Average experience.
777,3/31/2025,Biryani House,Ahmedabad,Butter Naan,Indian,454,1,454,Wallet,10695,35,F,32,1,Quick delivery!
778,5/14/2025,Curry Palace,Hyderabad,Hakka Noodles,Chinese,292,4,1168,Credit Card,11413,59,M,73,4,Would order again.
779,2/14/2025,Curry Palace,Delhi,Pasta Alfredo,Italian,521,2,1042,Wallet,16769,23,F,25,3,Excellent service!
780,1/25/2025,Sizzler Station,Delhi,Burritos,Mexican,482,3,1446,Credit Card,13120,18,F,67,5,Portion size was small.
781,3/29/2025,Biryani House,Lucknow,Steak,Continental,164,1,164,Credit Card,11468,37,M,51,3,Good taste but slow delivery.
782,6/11/2025,Curry Palace,Ahmedabad,Fries,American,405,3,1215,UPI,17519,31,F,59,4,Food was cold.
783,3/5/2025,Taco Town,Kolkata,Lasagna,Italian,332,1,332,Wallet,10054,35,M,38,3,Average experience.
784,4/13/2025,Biryani House,Ahmedabad,Butter Naan,Indian,558,1,558,UPI,10550,39,M,47,1,Food was cold.
785,3/5/2025,Biryani House,Chennai,Butter Naan,Indian,272,1,272,Cash,15438,48,F,50,2,Loved the food.
786,6/19/2025,Spice Villa,Kolkata,Tacos,Mexican,235,1,235,Credit Card,10448,19,F,50,2,Average experience.
787,1/28/2025,Curry Palace,Lucknow,Manchurian,Chinese,392,2,784,Wallet,15171,58,F,58,5,Good taste but slow delivery.
788,2/9/2025,Biryani House,Ahmedabad,Dal Makhani,Indian,267,4,1068,Net Banking,14102,58,M,39,3,Highly recommended.
789,2/16/2025,Curry Palace,Ahmedabad,Paneer Butter Masala,Indian,193,1,193,Credit Card,12281,40,M,60,2,Quick delivery!
790,2/17/2025,Urban Tadka,Bangalore,Pizza Margherita,Italian,532,3,1596,UPI,12118,26,F,46,3,Excellent service!
791,6/3/2025,Urban Tadka,Bangalore,Paneer Butter Masala,Indian,316,1,316,UPI,11667,51,M,25,3,Would order again.
792,2/27/2025,Urban Tadka,Ahmedabad,Pizza Margherita,Italian,405,3,1215,Net Banking,17313,41,M,53,4,Excellent service!
793,6/2/2025,Curry Palace,Mumbai,Lasagna,Italian,173,3,519,Credit Card,15375,39,M,46,2,Quick delivery!
794,5/4/2025,Spice Villa,Pune,Grilled Chicken,Continental,367,4,1468,Net Banking,14424,50,F,20,5,Not satisfied.
795,1/5/2025,Spice Villa,Ahmedabad,Hakka Noodles,Chinese,470,2,940,Credit Card,12476,56,M,67,4,Portion size was small.
796,2/9/2025,Burger Barn,Jaipur,Pasta Alfredo,Italian,592,4,2368,Net Banking,13203,33,F,62,3,Excellent service!
797,4/8/2025,Sizzler Station,Bangalore,Chicken Biryani,Indian,508,2,1016,UPI,15561,51,F,34,1,Food was cold.
798,3/7/2025,Urban Tadka,Mumbai,Hotdog,American,514,1,514,Net Banking,14946,51,F,64,4,Food was cold.
799,4/10/2025,Burger Barn,Chennai,Tacos,Mexican,528,3,1584,Credit Card,14444,22,M,28,1,Average experience.
800,6/30/2025,Curry Palace,Hyderabad,Spring Rolls,Chinese,582,3,1746,Wallet,15437,34,F,32,3,Quick delivery!
801,3/6/2025,Pizza Point,Mumbai,Nachos,Mexican,306,1,306,UPI,16622,32,M,53,3,Excellent service!
802,4/7/2025,Burger Barn,Bangalore,Fried Rice,Chinese,292,4,1168,Wallet,13954,21,M,58,3,Food was cold.
803,2/6/2025,Urban Tadka,Kolkata,Steak,Continental,247,3,741,Net Banking,16218,24,F,72,2,Highly recommended.
804,3/28/2025,Biryani House,Mumbai,Burritos,Mexican,231,4,924,Credit Card,13092,48,M,67,4,Highly recommended.
805,3/21/2025,Taco Town,Delhi,Tacos,Mexican,204,4,816,Wallet,10634,37,F,68,2,Would order again.
806,4/10/2025,Sizzler Station,Delhi,Tacos,Mexican,553,1,553,Cash,11581,49,F,62,3,Loved the food.
807,4/6/2025,Sizzler Station,Chennai,Hotdog,American,192,3,576,Credit Card,13492,37,M,71,5,Good taste but slow delivery.
808,5/24/2025,Biryani House,Chennai,Nachos,Mexican,289,3,867,Wallet,12634,26,M,22,4,Excellent service!
809,4/10/2025,Biryani House,Bangalore,Dal Makhani,Indian,260,2,520,Wallet,14160,48,F,74,4,Loved the food.
810,6/26/2025,Biryani House,Jaipur,Fried Rice,Chinese,119,4,476,Net Banking,13777,55,M,45,1,Food was cold.
811,3/11/2025,Biryani House,Mumbai,Burger,American,353,2,706,Wallet,14320,58,F,38,5,Quick delivery!
812,4/28/2025,Sizzler Station,Jaipur,Hakka Noodles,Chinese,493,3,1479,Net Banking,15562,45,M,23,5,Excellent service!
813,4/20/2025,Noodle Nest,Pune,Chicken Biryani,Indian,449,3,1347,Cash,17750,34,F,44,3,Good taste but slow delivery.
814,1/20/2025,Burger Barn,Jaipur,Tacos,Mexican,285,4,1140,Credit Card,16885,24,M,75,1,Loved the food.
815,3/6/2025,Taco Town,Ahmedabad,Hakka Noodles,Chinese,354,2,708,Net Banking,13376,48,F,40,3,Excellent service!
816,1/12/2025,Noodle Nest,Pune,Manchurian,Chinese,399,4,1596,Wallet,12571,58,F,21,3,Excellent service!
817,5/16/2025,Vegan Vibes,Pune,Grilled Chicken,Continental,106,2,212,Cash,15228,37,M,36,2,Loved the food.
818,6/3/2025,Biryani House,Kolkata,Tandoori Chicken,Indian,517,1,517,Net Banking,13295,50,F,62,2,Average experience.
819,5/26/2025,Burger Barn,Pune,Steak,Continental,397,4,1588,Credit Card,14078,26,M,63,5,Loved the food.
820,4/26/2025,Taco Town,Bangalore,Manchurian,Chinese,331,3,993,Wallet,12559,52,M,46,4,Average experience.
821,4/5/2025,Pizza Point,Hyderabad,Spring Rolls,Chinese,560,1,560,UPI,14651,34,F,20,3,Good taste but slow delivery.
822,4/19/2025,Spice Villa,Bangalore,Nachos,Mexican,470,2,940,UPI,15219,27,M,61,5,Highly recommended.
823,4/25/2025,Noodle Nest,Bangalore,Lasagna,Italian,372,1,372,Credit Card,11595,37,F,41,2,Food was cold.
824,3/7/2025,Taco Town,Mumbai,Pasta Alfredo,Italian,230,3,690,Net Banking,10926,44,M,40,3,Loved the food.
825,6/16/2025,Biryani House,Hyderabad,Pizza Margherita,Italian,340,2,680,Wallet,14832,46,F,25,2,Food was cold.
826,4/26/2025,Biryani House,Ahmedabad,Hakka Noodles,Chinese,474,1,474,UPI,14500,44,F,69,2,Quick delivery!
827,2/18/2025,Taco Town,Lucknow,Hakka Noodles,Chinese,158,3,474,Net Banking,13471,30,M,47,4,Not satisfied.
828,3/6/2025,Spice Villa,Delhi,Fried Rice,Chinese,135,3,405,UPI,15195,20,M,72,2,Excellent service!
829,5/4/2025,Vegan Vibes,Mumbai,Tacos,Mexican,565,3,1695,UPI,14531,58,M,74,1,Would order again.
830,3/12/2025,Urban Tadka,Delhi,Caesar Salad,Continental,583,2,1166,Net Banking,17197,44,F,49,4,Food was cold.
831,3/25/2025,Noodle Nest,Lucknow,Tacos,Mexican,453,3,1359,Cash,17884,58,M,47,4,Good taste but slow delivery.
832,5/20/2025,Spice Villa,Delhi,Grilled Chicken,Continental,305,4,1220,Cash,15997,42,F,23,4,Good taste but slow delivery.
833,2/1/2025,Taco Town,Bangalore,Pasta Alfredo,Italian,537,1,537,Net Banking,11982,35,F,27,2,Portion size was small.
834,3/30/2025,Burger Barn,Bangalore,Pasta Alfredo,Italian,395,3,1185,Wallet,17005,42,F,40,4,Loved the food.
835,4/13/2025,Burger Barn,Chennai,Hotdog,American,133,2,266,Wallet,11949,41,F,25,4,Food was cold.
836,6/5/2025,Urban Tadka,Hyderabad,Fries,American,187,1,187,Credit Card,13683,33,F,62,3,Would order again.
837,6/30/2025,Biryani House,Mumbai,Steak,Continental,249,3,747,Wallet,12665,46,M,56,1,Excellent service!
838,2/27/2025,Urban Tadka,Pune,Hotdog,American,413,3,1239,Credit Card,14342,35,M,40,3,Not satisfied.
839,6/27/2025,Vegan Vibes,Ahmedabad,Chicken Biryani,Indian,310,1,310,UPI,11890,52,M,25,2,Average experience.
840,4/26/2025,Urban Tadka,Kolkata,Caesar Salad,Continental,124,1,124,Wallet,17769,20,M,59,4,Highly recommended.
841,6/25/2025,Pizza Point,Lucknow,Pizza Margherita,Italian,548,3,1644,Net Banking,10904,55,M,48,2,Loved the food.
842,4/11/2025,Noodle Nest,Mumbai,Pasta Alfredo,Italian,366,3,1098,Net Banking,15991,44,M,44,4,Portion size was small.
843,2/27/2025,Urban Tadka,Pune,Hakka Noodles,Chinese,539,1,539,UPI,10580,56,M,61,2,Excellent service!
844,3/21/2025,Taco Town,Delhi,Caesar Salad,Continental,412,4,1648,UPI,15687,50,M,34,4,Food was cold.
845,5/27/2025,Taco Town,Bangalore,Lasagna,Italian,220,2,440,Wallet,17821,27,M,54,3,Quick delivery!
846,2/12/2025,Taco Town,Jaipur,Grilled Chicken,Continental,141,4,564,Cash,16095,50,M,68,4,Portion size was small.
847,3/22/2025,Taco Town,Ahmedabad,Pizza Margherita,Italian,456,4,1824,Cash,14420,24,F,47,2,Excellent service!
848,4/26/2025,Vegan Vibes,Jaipur,Fries,American,156,2,312,Credit Card,17879,21,F,43,3,Would order again.
849,2/4/2025,Pizza Point,Lucknow,Lasagna,Italian,323,2,646,Credit Card,15943,28,F,53,2,Excellent service!
850,3/27/2025,Taco Town,Hyderabad,Hakka Noodles,Chinese,298,3,894,UPI,13802,35,M,65,4,Food was cold.
851,5/14/2025,Vegan Vibes,Delhi,Paneer Butter Masala,Indian,196,1,196,Wallet,12162,25,F,65,2,Good taste but slow delivery.
852,2/6/2025,Taco Town,Kolkata,Caesar Salad,Continental,476,1,476,Wallet,13838,60,M,48,4,Good taste but slow delivery.
853,6/11/2025,Burger Barn,Ahmedabad,Caesar Salad,Continental,534,4,2136,Credit Card,11416,35,F,42,2,Quick delivery!
854,1/26/2025,Noodle Nest,Jaipur,Hotdog,American,461,2,922,Cash,16275,54,F,52,3,Good taste but slow delivery.
855,5/27/2025,Pizza Point,Mumbai,Tandoori Chicken,Indian,481,3,1443,Credit Card,14581,19,F,45,3,Highly recommended.
856,5/27/2025,Spice Villa,Pune,Burritos,Mexican,148,4,592,Credit Card,17429,29,F,72,4,Highly recommended.
857,3/20/2025,Biryani House,Delhi,Nachos,Mexican,462,3,1386,Net Banking,13420,38,M,33,1,Average experience.
858,2/3/2025,Taco Town,Kolkata,Hakka Noodles,Chinese,213,4,852,Credit Card,17612,58,M,42,3,Would order again.
859,2/28/2025,Noodle Nest,Hyderabad,Burger,American,184,3,552,UPI,17576,21,F,30,2,Good taste but slow delivery.
860,6/10/2025,Vegan Vibes,Bangalore,Nachos,Mexican,120,3,360,Cash,16095,42,F,54,2,Food was cold.
861,1/19/2025,Pizza Point,Lucknow,Nachos,Mexican,114,2,228,UPI,11989,27,M,49,2,Average experience.
862,5/26/2025,Vegan Vibes,Chennai,Fries,American,252,4,1008,Net Banking,15553,38,F,38,3,Loved the food.
863,6/8/2025,Spice Villa,Delhi,Burritos,Mexican,310,1,310,Cash,17973,60,M,28,1,Average experience.
864,3/12/2025,Sizzler Station,Lucknow,Burritos,Mexican,146,3,438,Cash,13895,19,M,27,2,Food was cold.
865,4/3/2025,Taco Town,Lucknow,Dal Makhani,Indian,221,1,221,Wallet,15893,53,F,50,4,Loved the food.
866,6/15/2025,Taco Town,Ahmedabad,Hotdog,American,294,1,294,UPI,13346,43,M,43,4,Portion size was small.
867,6/17/2025,Burger Barn,Delhi,Tandoori Chicken,Indian,580,2,1160,Credit Card,15459,30,F,73,5,Quick delivery!
868,5/12/2025,Burger Barn,Lucknow,Fries,American,163,3,489,Credit Card,10502,53,M,71,1,Excellent service!
869,3/27/2025,Pizza Point,Ahmedabad,Chicken Biryani,Indian,424,3,1272,Credit Card,10542,54,M,70,4,Excellent service!
870,4/25/2025,Noodle Nest,Jaipur,Tacos,Mexican,477,1,477,Wallet,12451,19,M,23,2,Highly recommended.
871,1/24/2025,Sizzler Station,Kolkata,Nachos,Mexican,566,3,1698,Credit Card,14501,59,M,67,1,Would order again.
872,1/19/2025,Taco Town,Lucknow,Spring Rolls,Chinese,309,2,618,Cash,16220,56,F,35,3,Average experience.
873,6/8/2025,Pizza Point,Chennai,Pasta Alfredo,Italian,486,3,1458,Cash,16828,41,M,65,2,Average experience.
874,3/1/2025,Vegan Vibes,Bangalore,Paneer Butter Masala,Indian,513,4,2052,Cash,12907,27,F,53,3,Food was cold.
875,3/5/2025,Taco Town,Jaipur,Pizza Margherita,Italian,460,1,460,UPI,10223,21,M,62,3,Would order again.
876,6/18/2025,Biryani House,Bangalore,Tandoori Chicken,Indian,141,3,423,Wallet,10517,26,M,48,4,Average experience.
877,4/4/2025,Taco Town,Mumbai,Tandoori Chicken,Indian,450,3,1350,Wallet,16192,27,M,28,3,Quick delivery!
878,2/11/2025,Curry Palace,Pune,Grilled Chicken,Continental,214,2,428,Net Banking,11833,40,F,28,3,Highly recommended.
879,3/2/2025,Sizzler Station,Bangalore,Caesar Salad,Continental,262,1,262,Credit Card,12179,41,F,39,3,Quick delivery!
880,4/22/2025,Urban Tadka,Mumbai,Pizza Margherita,Italian,392,2,784,UPI,17413,47,M,28,1,Portion size was small.
881,3/4/2025,Vegan Vibes,Chennai,Caesar Salad,Continental,237,1,237,Wallet,15465,22,M,41,3,Would order again.
882,5/25/2025,Sizzler Station,Lucknow,Butter Naan,Indian,485,3,1455,Net Banking,14215,19,F,32,2,Would order again.
883,4/21/2025,Spice Villa,Bangalore,Lasagna,Italian,174,3,522,UPI,10896,43,M,58,4,Loved the food.
884,4/24/2025,Burger Barn,Jaipur,Tandoori Chicken,Indian,533,4,2132,Net Banking,15801,28,M,40,2,Excellent service!
885,5/12/2025,Taco Town,Kolkata,Lasagna,Italian,224,1,224,Credit Card,10752,42,M,42,2,Would order again.
886,4/25/2025,Burger Barn,Lucknow,Dal Makhani,Indian,329,1,329,Net Banking,11912,38,F,52,3,Average experience.
887,2/25/2025,Sizzler Station,Jaipur,Caesar Salad,Continental,387,1,387,UPI,16812,29,M,75,3,Average experience.
888,6/13/2025,Biryani House,Kolkata,Grilled Chicken,Continental,260,1,260,Credit Card,15443,48,F,65,4,Not satisfied.
889,5/23/2025,Burger Barn,Delhi,Hakka Noodles,Chinese,351,2,702,Cash,16076,37,M,39,3,Portion size was small.
890,5/6/2025,Curry Palace,Lucknow,Fries,American,479,2,958,UPI,11223,27,M,53,4,Not satisfied.
891,3/7/2025,Spice Villa,Jaipur,Dal Makhani,Indian,414,4,1656,Net Banking,12906,50,M,33,2,Not satisfied.
892,2/27/2025,Taco Town,Hyderabad,Hakka Noodles,Chinese,430,4,1720,Wallet,10159,28,F,38,4,Good taste but slow delivery.
893,4/14/2025,Urban Tadka,Mumbai,Spring Rolls,Chinese,127,2,254,Net Banking,11772,56,F,66,3,Highly recommended.
894,6/25/2025,Urban Tadka,Ahmedabad,Lasagna,Italian,371,3,1113,UPI,17584,18,M,75,4,Loved the food.
895,2/21/2025,Sizzler Station,Bangalore,Nachos,Mexican,319,3,957,Wallet,10936,34,F,60,3,Quick delivery!
896,3/25/2025,Spice Villa,Lucknow,Tandoori Chicken,Indian,507,3,1521,Net Banking,16411,48,F,28,4,Excellent service!
